Sl.,Voucher No.,Trans. Date,Value Date,Narration,Dr,Cr
2164,KR8254,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898206// RFX66JDE5R24NWH//14000010000/BTK/30085.000                                                                       ,244.59,0
2165,KR8272,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898221// RFX41RB6EUBWHZU//14000010000/BTK/42212.000                                                                       ,343.18,0
2166,KR8351,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898276// RFX300QFT1Y49WK//14000010000/BTK/60459.000                                                                       ,491.53,0
2167,KR8358,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898288// RFX30Y9BWABSSOG//14000010000/BTK/20006.000                                                                       ,162.65,0
2168,KR8433,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898318// RFX413UYT8VFZW9//14000010000/BTK/54705.000                                                                       ,444.75,0
2169,KR8438,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898321// RFX41D914MJVZPN//14000010000/BTK/43856.000                                                                       ,356.55,0
2170,KR8466,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898354// RFX66UM3AFXSZYW//14000010000/BTK/28444.000                                                                       ,231.25,0
2171,KR8528,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898391// RFX41H7DOXJ3R5H//14000010000/BTK/98676.000                                                                       ,802.24,0
2172,KR8650,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898468// RFX41DE4FIHVDM4//14000010000/BTK/40010.000                                                                       ,325.28,0
2173,KR8771,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898522// RFX6631X6NOGWAW//14000010000/BTK/35008.000                                                                       ,284.61,0
2174,KR8786,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898539// RFX66C78KT7NX2L//14000010000/BTK/63014.000                                                                       ,512.3,0
2175,KR8788,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898540// RFX30XHJM5R0TQT//14000010000/BTK/30058.000                                                                       ,244.37,0
2176,KR8789,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898541// RFX66GFM1KNJLZP//14000010000/BTK/27350.000                                                                       ,222.35,0
2177,KR8820,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898567// RFX30FAKHHQI4SR//14000010000/BTK/53489.000                                                                       ,434.86,0
2178,KR8879,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898575// RFX30USU6IX1UVS//14000010000/BTK/96005.000                                                                       ,780.52,0
2179,KR8882,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898576// RFX30VKH3QEEMN6//14000010000/BTK/32916.000                                                                       ,267.6,0
2180,KR8887,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898583// RFX30AHMFDT44EX//14000010000/BTK/38256.000                                                                       ,311.02,0
2181,KR8897,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898589// RFX306MYHV1DM6J//14000010000/BTK/52117.000                                                                       ,423.71,0
2182,KR8899,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898594// RFX30F0GEWYR9HF//14000010000/BTK/137150.000                                                                      ,1115.03,0
2183,KR9015,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898672// RFX30IPFCARQZJ9//14000010000/BTK/49011.000                                                                       ,398.46,0
2184,KR9075,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898681// RFX30PVQOZMT99T//14000010000/BTK/54860.000                                                                       ,446.01,0
2185,KR9115,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898727// RFX3002S5WM2LYM//14000010000/BTK/60209.000                                                                       ,489.5,0
2186,KR9146,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898734// RFX41JDBT3OKXPZ//14000010000/BTK/54706.000                                                                       ,444.76,0
2187,KR9246,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898789// RFX30D1BVTDS39M//14000010000/BTK/28692.000                                                                       ,233.26,0
2188,KR9263,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898814// RFX30J8V3NJ4X0U//14000010000/BTK/27380.000                                                                       ,222.6,0
2189,KR9273,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898834// RFX308IM0BVWVIT//14000010000/BTK/46597.000                                                                       ,378.83,0
2190,KR9329,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898865// RFX30MQBX9UMK8V//14000010000/BTK/81976.000                                                                       ,666.47,0
2191,KR9343,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898870// RFX66LASEF4XHO8//14000010000/BTK/49011.000                                                                       ,398.46,0
2192,KR9375,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898890// RFX413OQ8QH6YQT//14000010000/BTK/32988.000                                                                       ,268.19,0
2193,KR9432,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898903// RFX66T2JIAE1VLL//14000010000/BTK/15015.000                                                                       ,122.07,0
2194,KR9545,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898962// RFX41Z9FPWQRO2K//14000010000/BTK/41235.000                                                                       ,335.24,0
2195,KR9591,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898982// RFX418UOXP59131//14000010000/BTK/54980.000                                                                       ,446.99,0
2196,KR9593,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898980// RFX301VMB9W1H4O//14000010000/BTK/27430.000                                                                       ,223,0
2197,KR9628,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216898990// RFX30L7JPPKR247//14000010000/BTK/30173.000                                                                       ,245.3,0
2198,KR9652,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899021// RFX35PCLR1QJJ9G//14000010000/BTK/232815.000                                                                      ,1892.8,0
2199,KR9665,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899040// RFX35J3VOZ05DFO//14000010000/BTK/74142.000                                                                       ,602.77,0
2200,KR9668,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899042// RFX41E1JS2LVPVH//14000010000/BTK/13740.000                                                                       ,111.7,0
2201,KR9750,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899048// RFX41JU5T4VJ4GL//14000010000/BTK/54546.000                                                                       ,443.46,0
2202,KR9798,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899072// RFX30RZ88S0RGP8//14000010000/BTK/32463.000                                                                       ,263.92,0
2203,KR9803,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899081// RFX41EE0P2UTTOZ//14000010000/BTK/54980.000                                                                       ,446.99,0
2204,KR9804,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899080// RFX35KEMXZ1AKLQ//14000010000/BTK/95619.000                                                                       ,777.38,0
2205,KR9806,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899086// RFX302JSVGVGB8L//14000010000/BTK/81976.000                                                                       ,666.47,0
2206,KR9848,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899088// RFX41TL006OBHU2//14000010000/BTK/47008.000                                                                       ,382.17,0
2207,KR9877,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899122// RFX6620JEDX6Y7I//14000010000/BTK/38290.000                                                                       ,311.3,0
2208,KR9934,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899144// RFX1026WSU6VMEQZ//14000010000/BTK/90519.000                                                                      ,735.92,0
2209,KR9954,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899164// RFX41XVNYYJSA3E//14000010000/BTK/65976.000                                                                       ,536.38,0
2210,KS0025,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899174// RFX4184W94P9S7B//14000010000/BTK/43984.000                                                                       ,357.59,0
2211,KS0033,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899193// RFX668VK8KEVFMS//14000010000/BTK/39384.000                                                                       ,320.19,0
2212,KS0038,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899205// RFX66SYH3R751KW//14000010000/BTK/35555.000                                                                       ,289.06,0
2213,KS0131,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899259// RFX41VEIUTO2GAX//14000010000/BTK/65976.000                                                                       ,536.38,0
2214,KS0152,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899283// RFX663ZYAF8XSBM//14000010000/BTK/31453.000                                                                       ,255.71,0
2215,KS0186,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899288// RFX411XUVW2R3K1//14000010000/BTK/38486.000                                                                       ,312.89,0
2216,KS0205,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899321// RFX6913M2RXX2ZI//14000010000/BTK/40797.000                                                                       ,331.68,0
2217,KS0215,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899331// RFX41BM9JU6OUNF//14000010000/BTK/49482.000                                                                       ,402.29,0
2218,KS0260,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899339// RFX41HLWKINGC11//14000010000/BTK/92920.000                                                                       ,755.44,0
2219,KS0261,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899341// RFX66HCBSHBNRB1//14000010000/BTK/39986.000                                                                       ,325.08,0
2220,KS0275,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899355// RFX41GBPFDH0Q4U//14000010000/BTK/39861.000                                                                       ,324.07,0
2221,KS0493,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899387// RFX66JPKFW0SCGW//14000010000/BTK/59486.000                                                                       ,483.62,0
2222,KS0496,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899393// RFX66L7VDLCIY1X//14000010000/BTK/15043.000                                                                       ,122.3,0
2223,KS0537,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899421// RFX30VR7CX0JVF5//14000010000/BTK/49374.000                                                                       ,401.41,0
2224,KS0824,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899434// RFX66FO15JIYZHL//14000010000/BTK/73572.000                                                                       ,598.14,0
2225,KS0827,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899436// RFX41MXI2AZAVM7//14000010000/BTK/62827.000                                                                       ,510.78,0
2226,KS0831,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899446// RFX51TYVB4GV4ON//14000010000/BTK/45011.000                                                                       ,365.94,0
2227,KS0844,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899462// RFX417AM5KASL5C//14000010000/BTK/34363.000                                                                       ,279.37,0
2228,KS0845,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899463// RFX66JEVQE0Q0UH//14000010000/BTK/27350.000                                                                       ,222.35,0
2229,KS1108,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899491// RFX353WTE9U2PZQ//14000010000/BTK/27390.000                                                                       ,222.68,0
2230,KS1118,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899503// RFX35ZADMOFRZ8O//14000010000/BTK/46563.000                                                                       ,378.56,0
2231,KS1123,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899509// RFX41J55ELPY08X//14000010000/BTK/54526.000                                                                       ,443.3,0
2232,KS1135,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899526// RFX41DGMN73NKMU//14000010000/BTK/54526.000                                                                       ,443.3,0
2233,KS1714,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899588// RFX5120E7EW43ZV//14000010000/BTK/43543.000                                                                       ,354,0
2234,KS1968,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899649// RFX667RF1ON1OI7//14000010000/BTK/30085.000                                                                       ,244.59,0
2235,KS1979,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899660// RFX30FLGJNW4FXB//14000010000/BTK/35000.000                                                                       ,284.55,0
2236,KS1985,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899665// RFX30NFWNUWTTEP//14000010000/BTK/76231.000                                                                       ,619.76,0
2237,KS1994,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899681// RFX41NTVEI3DHIL//14000010000/BTK/16494.000                                                                       ,134.09,0
2238,KS2001,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899690// RFX41S92IALTOVI//14000010000/BTK/50032.000                                                                       ,406.76,0
2239,KS2135,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899700// RFX41811TZSJIBU//14000010000/BTK/63043.000                                                                       ,512.54,0
2240,KS2138,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899715// RFX30J7L2BFRDN8//14000010000/BTK/43349.000                                                                       ,352.43,0
2241,KS2142,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899717// RFX41J37MEQUQEH//14000010000/BTK/55040.000                                                                       ,447.47,0
2242,KS2362,8-Apr-25,8-Apr-25,CASH RECD-ICTC 216899749// RFX30TSP0G94NX3//14000010000/BTK/30009.000                                                                       ,243.97,0
